"Cluster"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_query"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"4242"	3	"GO"	"140199"	"negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"GNAI2_MOUSE"
"4272"	3	"GO"	"1903614"	"negative regulation of protein tyrosine phosphatase activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"GNAI2_MOUSE"
"4282"	3	"GO"	"50805"	"negative regulation of synaptic transmission "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"GNAI2_MOUSE"
"4362"	3	"GO"	"35810"	"positive regulation of urine volume "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"GNAI2_MOUSE"
"4502"	3	"GO"	"50930"	"induction of positive chemotaxis "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"IL16_MOUSE"
"4522"	3	"GO"	"50717"	"positive regulation of interleukin-1 alpha secretion "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"IL16_MOUSE"
"4552"	3	"GO"	"1902565"	"positive regulation of neutrophil activation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"IL16_MOUSE"
"4712"	3	"GO"	"2000107"	"negative regulation of leukocyte apoptotic process "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HCLS1_MOUSE"
"4742"	3	"GO"	"30854"	"positive regulation of granulocyte differentiation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HCLS1_MOUSE"
"4862"	3	"GO"	"17146"	"NMDA selective glutamate receptor complex "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"EPS8_MOUSE"
"4942"	3	"GO"	"70358"	"actin polymerization-dependent cell motility "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"EPS8_MOUSE"
"5032"	3	"GO"	"30832"	"regulation of actin filament length "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"EPS8_MOUSE"
"5052"	3	"GO"	"99072"	"regulation of postsynaptic membrane neurotransmitter receptor levels "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"EPS8_MOUSE"
"5082"	3	"GO"	"32998"	"Fc-epsilon receptor I complex "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"FCERG_MOUSE"
"5142"	3	"GO"	"38095"	"Fc-epsilon receptor signaling pathway "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"FCERG_MOUSE"
"5152"	3	"GO"	"38094"	"Fc-gamma receptor signaling pathway "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"FCERG_MOUSE"
"5182"	3	"GO"	"38156"	"interleukin-3-mediated signaling pathway "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"FCERG_MOUSE"
"5202"	3	"GO"	"33026"	"negative regulation of mast cell apoptotic process "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"FCERG_MOUSE"
"5212"	3	"GO"	"2283"	"neutrophil activation involved in immune response "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"FCERG_MOUSE"
"5292"	3	"GO"	"32765"	"positive regulation of mast cell cytokine production "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"FCERG_MOUSE"
"5342"	3	"GO"	"1812"	"positive regulation of type I hypersensitivity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"FCERG_MOUSE"
"5392"	3	"GO"	"10543"	"regulation of platelet activation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"FCERG_MOUSE"
"5402"	3	"GO"	"2554"	"serotonin secretion by platelet "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"FCERG_MOUSE"
"5412"	3	"GO"	"2292"	"T cell differentiation involved in immune response "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"FCERG_MOUSE"
"5482"	3	"GO"	"4653"	"polypeptide N-acetylgalactosaminyltransferase activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"GALT2_MOUSE"
"5492"	3	"GO"	"2378"	"immunoglobulin biosynthetic process "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"GALT2_MOUSE"
"5502"	3	"GO"	"16266"	"O-glycan processing "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"GALT2_MOUSE"
"5522"	3	"GO"	"18242"	"protein O-linked glycosylation via serine "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"GALT2_MOUSE"
"5532"	3	"GO"	"18243"	"protein O-linked glycosylation via threonine "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"GALT2_MOUSE"
"5872"	3	"GO"	"1935"	"endothelial cell proliferation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"APOA1_MOUSE"
"5952"	3	"GO"	"60354"	"negative regulation of cell adhesion molecule production "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"APOA1_MOUSE"
"5982"	3	"GO"	"51346"	"negative regulation of hydrolase activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"APOA1_MOUSE"
"6002"	3	"GO"	"50713"	"negative regulation of interleukin-1 beta secretion "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"APOA1_MOUSE"
"6022"	3	"GO"	"60761"	"negative regulation of response to cytokine stimulus "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"APOA1_MOUSE"
"6092"	3	"GO"	"55091"	"phospholipid homeostasis "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"APOA1_MOUSE"
"6292"	3	"GO"	"51180"	"vitamin transport "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"APOA1_MOUSE"
"6322"	3	"GO"	"8800"	"beta-lactamase activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"DPEP1_MOUSE"
"6362"	3	"GO"	"34235"	"GPI anchor binding "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"DPEP1_MOUSE"
"6392"	3	"GO"	"16999"	"antibiotic metabolic process "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"DPEP1_MOUSE"
"6632"	3	"GO"	"61502"	"early endosome to recycling endosome transport "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"COR1A_MOUSE"
"6652"	3	"GO"	"43320"	"natural killer cell degranulation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"COR1A_MOUSE"
"6662"	3	"GO"	"51126"	"negative regulation of actin nucleation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"COR1A_MOUSE"
"6682"	3	"GO"	"31339"	"negative regulation of vesicle fusion "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"COR1A_MOUSE"
"6702"	3	"GO"	"1845"	"phagolysosome assembly "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"COR1A_MOUSE"
"7022"	3	"GO"	"51053"	"negative regulation of DNA metabolic process "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"TCP4_MOUSE"
"7032"	3	"GO"	"60261"	"positive regulation of transcription initiation from RNA polymerase II promoter "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"TCP4_MOUSE"
"7212"	3	"GO"	"2625"	"regulation of T cell antigen processing and presentation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"WASP_MOUSE"
"7242"	3	"GO"	"32611"	"interleukin-1 beta production "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"TFIP8_MOUSE"
"7262"	3	"GO"	"51707"	"response to other organism "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"WIPF1_MOUSE"
"7462"	3	"GO"	"140294"	"NAD DNA ADP-ribosyltransferase activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"Q921K2_MOUSE"
"7472"	3	"GO"	"3950"	"NAD+ ADP-ribosyltransferase activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"Q921K2_MOUSE"
"7482"	3	"GO"	"1990404"	"protein ADP-ribosylase activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"Q921K2_MOUSE"
"7522"	3	"GO"	"1990966"	"ATP generation from poly-ADP-D-ribose "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"Q921K2_MOUSE"
"7582"	3	"GO"	"30592"	"DNA ADP-ribosylation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"Q921K2_MOUSE"
"7622"	3	"GO"	"2001170"	"negative regulation of ATP biosynthetic process "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"Q921K2_MOUSE"
"7632"	3	"GO"	"18424"	"peptidyl-glutamic acid poly-ADP-ribosylation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"Q921K2_MOUSE"
"7642"	3	"GO"	"18312"	"peptidyl-serine ADP-ribosylation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"Q921K2_MOUSE"
"7662"	3	"GO"	"33148"	"positive regulation of intracellular estrogen receptor signaling pathway "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"Q921K2_MOUSE"
"7682"	3	"GO"	"1904762"	"positive regulation of myofibroblast differentiation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"Q921K2_MOUSE"
"7713"	3	"GO"	"1903518"	"positive regulation of single strand break repair "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"Q921K2_MOUSE"
"7742"	3	"GO"	"70213"	"protein auto-ADP-ribosylation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"Q921K2_MOUSE"
"7762"	3	"GO"	"70212"	"protein poly-ADP-ribosylation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"Q921K2_MOUSE"
"7792"	3	"GO"	"1903376"	"regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"Q921K2_MOUSE"
"7802"	3	"GO"	"10990"	"regulation of SMAD protein complex assembly "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"Q921K2_MOUSE"
"7832"	3	"GO"	"23019"	"signal transduction involved in regulation of gene expression "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"Q921K2_MOUSE"
"7872"	3	"GO"	"15450"	"P-P-bond-hydrolysis-driven protein transmembrane transporter activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"G3UWH0_MOUSE"
"7902"	3	"GO"	"4484"	"mRNA guanylyltransferase activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"Q9DCC1_MOUSE"
"7913"	3	"GO"	"4651"	"polynucleotide 5'-phosphatase activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"Q9DCC1_MOUSE"
"7932"	3	"GO"	"6370"	"7-methylguanosine mRNA capping "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"Q9DCC1_MOUSE"
"7942"	3	"GO"	"44237"	"cellular metabolic process "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"F8WI95_MOUSE"
"8002"	3	"GO"	"35577"	"azurophil granule membrane "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"A0A0R4J0R1_MOUSE"
"8022"	3	"GO"	"98594"	"mucin granule "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"A0A0R4J0R1_MOUSE"
"8072"	3	"GO"	"70254"	"mucus secretion "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"A0A0R4J0R1_MOUSE"
"8092"	3	"GO"	"1903595"	"positive regulation of histamine secretion by mast cell "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"A0A0R4J0R1_MOUSE"
"8132"	3	"GO"	"42030"	"ATPase inhibitor activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"E9PV44_MOUSE"
"8232"	3	"GO"	"1902954"	"regulation of early endosome to recycling endosome transport "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"G3X922_MOUSE"
"8262"	3	"GO"	"16971"	"flavin-linked sulfhydryl oxidase activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"A0A3Q4EGL6_MOUSE"
"8282"	3	"GO"	"4620"	"phospholipase activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"A0A0R4J0B2_MOUSE"
"8412"	3	"GO"	"48739"	"cardiac muscle fiber development "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"A0A2R8VHF9_MOUSE"
"8492"	3	"GO"	"90522"	"vesicle tethering involved in exocytosis "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"Q8C391_MOUSE"
"6872"	3	"GO"	"6897"	"endocytosis "	"3/96"	"22/2150"	3.125	1.02325581395349	0.0881199222563247	1	3.05397727272727	"WASF2_MOUSE;WASP_MOUSE;WIPF1_MOUSE"
"9612"	3	"GO"	"50839"	"cell adhesion molecule binding "	"2/96"	"10/2150"	2.08333333333333	0.465116279069767	0.0902484677067926	1	4.47916666666667	"SHOT1_MOUSE;Q542I8_MOUSE"
"12511"	3	"GO"	"31532"	"actin cytoskeleton reorganization "	"2/96"	"10/2150"	2.08333333333333	0.465116279069767	0.0902484677067926	1	4.47916666666667	"PTN1_MOUSE;EPS8_MOUSE"
"18111"	3	"GO"	"51726"	"regulation of cell cycle "	"2/96"	"10/2150"	2.08333333333333	0.465116279069767	0.0902484677067926	1	4.47916666666667	"PP2AA_MOUSE;H9KV01_MOUSE"
"2352"	3	"GO"	"34613"	"cellular protein localization "	"2/96"	"10/2150"	2.08333333333333	0.465116279069767	0.0902484677067926	1	4.47916666666667	"SEPT6_MOUSE;PRP19_MOUSE"
"2482"	3	"GO"	"44183"	"protein folding chaperone "	"2/96"	"10/2150"	2.08333333333333	0.465116279069767	0.0902484677067926	1	4.47916666666667	"TCPB_MOUSE;HG2A_MOUSE"
"3402"	3	"GO"	"50731"	"positive regulation of peptidyl-tyrosine phosphorylation "	"2/96"	"10/2150"	2.08333333333333	0.465116279069767	0.0902484677067926	1	4.47916666666667	"HG2A_MOUSE;HCLS1_MOUSE"
"17101"	3	"GO"	"5887"	"integral component of plasma membrane "	"3/96"	"23/2150"	3.125	1.06976744186047	0.096652632923666	1	2.92119565217391	"AT2B1_MOUSE;HG2A_MOUSE;FCERG_MOUSE"
"3104"	1	"KEGG"	"path:mmu04216"	"Ferroptosis - Mus musculus (mouse)"	"4/119"	"9/2150"	3.36134453781513	0.418604651162791	0.00355120459598099	0.273442753890536	8.02987861811391	"Q9CPX4_MOUSE;FRIH_MOUSE;Q9CPX4_MOUSE;TRFE_MOUSE"
"11102"	1	"KEGG"	"path:mmu04142"	"Lysosome - Mus musculus (mouse)"	"6/119"	"25/2150"	5.04201680672269	1.16279069767442	0.00457444711942126	0.352232428195437	4.33613445378151	"ASAH1_MOUSE;VA0D1_MOUSE;CATB_MOUSE;SAP3_MOUSE;LAMP1_MOUSE;Q9JHF5_MOUSE"
"6104"	1	"KEGG"	"path:mmu04610"	"Complement and coagulation cascades - Mus musculus (mouse)"	"5/119"	"19/2150"	4.20168067226891	0.883720930232558	0.00692659939076061	0.533348153088567	4.75453339230429	"CFAD_MOUSE;CLUS_MOUSE;PLMN_MOUSE;A1AT4_MOUSE;VTNC_MOUSE"
"2104"	1	"KEGG"	"path:mmu04978"	"Mineral absorption - Mus musculus (mouse)"	"4/119"	"12/2150"	3.36134453781513	0.558139534883721	0.00799759159999115	0.615814553199319	6.02240896358543	"Q9CPX4_MOUSE;FRIH_MOUSE;Q9CPX4_MOUSE;TRFE_MOUSE"
"3414"	1	"KEGG"	"path:mmu04974"	"Protein digestion and absorption - Mus musculus (mouse)"	"3/119"	"10/2150"	2.52100840336134	0.465116279069767	0.0273141418456031	1	5.42016806722689	"DPP4_MOUSE;SLC31_MOUSE;Q9CPN9_MOUSE"
"3014"	1	"KEGG"	"path:mmu00790"	"Folate biosynthesis - Mus musculus (mouse)"	"2/119"	"6/2150"	1.68067226890756	0.27906976744186	0.0620157163344642	1	6.02240896358543	"PHS_MOUSE;PH4H_MOUSE"
"5614"	1	"KEGG"	"path:mmu04080"	"Neuroactive ligand-receptor interaction - Mus musculus (mouse)"	"2/119"	"8/2150"	1.68067226890756	0.372093023255814	0.0931125509142827	1	4.51680672268908	"PLMN_MOUSE;Q9CPN9_MOUSE"
"7105"	2	"KEGG"	"path:mmu01100"	"Metabolic pathways - Mus musculus (mouse)"	"157/341"	"336/2150"	46.0410557184751	15.6279069767442	3.54099470795203e-33	5.63018158564373e-31	2.94607945817623	"NDUB4_MOUSE;XYLB_MOUSE;PNPO_MOUSE;NDUBB_MOUSE;MMSA_MOUSE;GLYAT_MOUSE;GLYM_MOUSE;C1TC_MOUSE;CX6B1_MOUSE;THIL_MOUSE;THIC_MOUSE;PCCA_MOUSE;A0A0R4J083_MOUSE;ACADM_MOUSE;ACADV_MOUSE;THIKA_MOUSE;ACADS_MOUSE;ACON_MOUSE;ACOX1_MOUSE;KAD2_MOUSE;KAD4_MOUSE;ALDH2_MOUSE;ACSM1_MOUSE;ATPA_MOUSE;ATPB_MOUSE;ATP5J_MOUSE;ATP5I_MOUSE;VATB2_MOUSE;VATE1_MOUSE;A0A0R4J023_MOUSE;ODBB_MOUSE;CATA_MOUSE;COX5A_MOUSE;Q9D881_MOUSE;Q9DCW5_MOUSE;COX6C_MOUSE;HEM6_MOUSE;CISY_MOUSE;CP2J5_MOUSE;A0A0R4J203_MOUSE;ODB2_MOUSE;DLDH_MOUSE;FAAA_MOUSE;FUMH_MOUSE;GSH0_MOUSE;GLNA_MOUSE;GPX1_MOUSE;DHB8_MOUSE;HCDH_MOUSE;HMGCL_MOUSE;DHB4_MOUSE;IDHC_MOUSE;IDHG1_MOUSE;AMACR_MOUSE;ACOT2_MOUSE;MDHM_MOUSE;MUTA_MOUSE;NDUA2_MOUSE;NDUA4_MOUSE;E9QPX3_MOUSE;PCKGC_MOUSE;ODPA_MOUSE;PROD_MOUSE;SARDH_MOUSE;DHSO_MOUSE;SBP1_MOUSE;Q91XH5_MOUSE;SUCB1_MOUSE;SUCB2_MOUSE;SUOX_MOUSE;AL4A1_MOUSE;SSDH_MOUSE;L2HDH_MOUSE;CHDH_MOUSE;THTR_MOUSE;QCR1_MOUSE;NDUS8_MOUSE;NDUS1_MOUSE;A2AL50_MOUSE;COQ3_MOUSE;ALDOB_MOUSE;ECHB_MOUSE;ACSM2_MOUSE;CBR4_MOUSE;ODP2_MOUSE;HYKK_MOUSE;A0A0R4J1H2_MOUSE;THIKB_MOUSE;AADAT_MOUSE;THTM_MOUSE;ACSF3_MOUSE;AGT2_MOUSE;GABT_MOUSE;KBL_MOUSE;MECR_MOUSE;IDHP_MOUSE;A0A0A0MQ68_MOUSE;ACSM5_MOUSE;ODPX_MOUSE;ATPO_MOUSE;DHRS4_MOUSE;AASS_MOUSE;UD17C_MOUSE;NDUS6_MOUSE;GCST_MOUSE;THIM_MOUSE;NIT2_MOUSE;LDHD_MOUSE;HAOX2_MOUSE;HYPDH_MOUSE;IVD_MOUSE;SUCA_MOUSE;DCMC_MOUSE;AL9A1_MOUSE;MOGS_MOUSE;AK1A1_MOUSE;3HIDH_MOUSE;NDUS5_MOUSE;KEG1_MOUSE;ATPD_MOUSE;ETHE1_MOUSE;VATG1_MOUSE;A0A0R4J275_MOUSE;NDUA7_MOUSE;QCR6_MOUSE;UCRI_MOUSE;SDHA_MOUSE;AMPL_MOUSE;QCR2_MOUSE;SCOT1_MOUSE;GATM_MOUSE;ATP5E_MOUSE;NDUA6_MOUSE;NDUAD_MOUSE;Q9CQB4_MOUSE;SDHB_MOUSE;DCXR_MOUSE;NDUB4_MOUSE;NDUC2_MOUSE;ODPB_MOUSE;SIR5_MOUSE;NDUA8_MOUSE;NAT8_MOUSE;FAHD1_MOUSE;BDH2_MOUSE;OXSM_MOUSE;ATP5H_MOUSE;MCCA_MOUSE;CDD_MOUSE;NDUV2_MOUSE;MCEE_MOUSE;VATD_MOUSE;GRHPR_MOUSE;ACOX3_MOUSE;ACOX2_MOUSE;ECHM_MOUSE;PGES2_MOUSE"
"3105"	2	"KEGG"	"path:mmu00190"	"Oxidative phosphorylation - Mus musculus (mouse)"	"42/341"	"76/2150"	12.316715542522	3.53488372093023	5.40864797557032e-10	8.59975028115681e-08	3.48433400216083	"NDUB4_MOUSE;NDUBB_MOUSE;CX6B1_MOUSE;ATPA_MOUSE;ATPB_MOUSE;ATP5J_MOUSE;ATP5I_MOUSE;VATB2_MOUSE;VATE1_MOUSE;COX5A_MOUSE;Q9D881_MOUSE;Q9DCW5_MOUSE;COX6C_MOUSE;NDUA2_MOUSE;NDUA4_MOUSE;E9QPX3_MOUSE;QCR1_MOUSE;NDUS8_MOUSE;NDUS1_MOUSE;ATPO_MOUSE;NDUS6_MOUSE;NDUS5_MOUSE;ATPD_MOUSE;VATG1_MOUSE;A0A0R4J275_MOUSE;NDUA7_MOUSE;QCR6_MOUSE;UCRI_MOUSE;SDHA_MOUSE;QCR2_MOUSE;ATP5E_MOUSE;NDUA6_MOUSE;NDUAD_MOUSE;Q9CQB4_MOUSE;SDHB_MOUSE;NDUB4_MOUSE;NDUC2_MOUSE;NDUA8_MOUSE;ATP5H_MOUSE;NDUV2_MOUSE;VATD_MOUSE;IPYR2_MOUSE"
"15103"	2	"KEGG"	"path:mmu00280"	"Valine, leucine and isoleucine degradation - Mus musculus (mouse)"	"28/341"	"35/2150"	8.21114369501466	1.62790697674419	1.54003385288408e-09	2.44865382608568e-07	5.04398826979472	"MMSA_MOUSE;THIL_MOUSE;THIC_MOUSE;PCCA_MOUSE;ACADM_MOUSE;THIKA_MOUSE;ACADS_MOUSE;ALDH2_MOUSE;A0A0R4J023_MOUSE;ODBB_MOUSE;ODB2_MOUSE;DLDH_MOUSE;HCDH_MOUSE;HMGCL_MOUSE;MUTA_MOUSE;ECHB_MOUSE;THIKB_MOUSE;ACSF3_MOUSE;AGT2_MOUSE;GABT_MOUSE;THIM_MOUSE;IVD_MOUSE;AL9A1_MOUSE;3HIDH_MOUSE;SCOT1_MOUSE;MCCA_MOUSE;MCEE_MOUSE;ECHM_MOUSE"
"2105"	2	"KEGG"	"path:mmu04714"	"Thermogenesis - Mus musculus (mouse)"	"41/341"	"78/2150"	12.0234604105572	3.62790697674419	2.77016375596299e-09	4.40456037198116e-07	3.31415895932025	"NDUB4_MOUSE;NDUBB_MOUSE;CX6B1_MOUSE;ATPA_MOUSE;ATPB_MOUSE;ATP5J_MOUSE;ATP5I_MOUSE;COX5A_MOUSE;Q9D881_MOUSE;Q9DCW5_MOUSE;COX6C_MOUSE;CPT2_MOUSE;NDUA2_MOUSE;NDUA4_MOUSE;E9QPX3_MOUSE;QCR1_MOUSE;NDUS8_MOUSE;NDUS1_MOUSE;ATPO_MOUSE;NDUS6_MOUSE;NDUS5_MOUSE;ATPD_MOUSE;COX20_MOUSE;A0A0R4J275_MOUSE;NDUA7_MOUSE;QCR6_MOUSE;UCRI_MOUSE;SDHA_MOUSE;QCR2_MOUSE;ATP5E_MOUSE;NDUA6_MOUSE;NDUAD_MOUSE;Q9CQB4_MOUSE;SDHB_MOUSE;COA6_MOUSE;NDUB4_MOUSE;NDUC2_MOUSE;NDUA8_MOUSE;ATP5H_MOUSE;NDUV2_MOUSE;NDUF2_MOUSE"
"12103"	2	"KEGG"	"path:mmu01200"	"Carbon metabolism - Mus musculus (mouse)"	"32/341"	"62/2150"	9.3841642228739	2.88372093023256	2.43740119962941e-07	3.87546790741076e-05	3.25418598051272	"MMSA_MOUSE;GLYM_MOUSE;THIL_MOUSE;THIC_MOUSE;PCCA_MOUSE;ACADS_MOUSE;ACON_MOUSE;ACOX1_MOUSE;CATA_MOUSE;CISY_MOUSE;DLDH_MOUSE;FUMH_MOUSE;IDHC_MOUSE;IDHG1_MOUSE;MDHM_MOUSE;MUTA_MOUSE;ODPA_MOUSE;SUCB1_MOUSE;SUCB2_MOUSE;ALDOB_MOUSE;ODP2_MOUSE;A0A0R4J1H2_MOUSE;IDHP_MOUSE;GCST_MOUSE;HAOX2_MOUSE;SUCA_MOUSE;SDHA_MOUSE;SDHB_MOUSE;ODPB_MOUSE;MCEE_MOUSE;ACOX3_MOUSE;ECHM_MOUSE"
